biomodels_id	predicate	object_curie	object_label
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:ko04720	
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isPartOf	reactome:REACT_9053.2	
BIOMD0000000183	http://biomodels.net/biology-qualifiers/hasProperty	mamo:0000046	ordinary differential equation model
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isVersionOf	go:0005516	calmodulin binding
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isVersionOf	go:0004683	calmodulin-dependent protein kinase activity
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isVersionOf	go:0004722	protein serine/threonine phosphatase activity
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isVersionOf	go:0031915	positive regulation of synaptic plasticity
BIOMD0000000183	http://biomodels.net/biology-qualifiers/isVersionOf	go:0005513	detection of calcium ion
BIOMD0000000183	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000184	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL9223106020	
BIOMD0000000184	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000184	
BIOMD0000000184	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18275973	
BIOMD0000000184	http://biomodels.net/biology-qualifiers/hasPart	go:0019722	calcium-mediated signaling
BIOMD0000000184	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000185	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL9223733527	
BIOMD0000000185	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000185	
BIOMD0000000185	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18312618	
BIOMD0000000185	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000185	http://biomodels.net/biology-qualifiers/isVersionOf	go:0048512	circadian behavior
BIOMD0000000185	http://biomodels.net/biology-qualifiers/isVersionOf	go:0032922	circadian regulation of gene expression
BIOMD0000000186	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL6655615431	
BIOMD0000000186	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000186	
BIOMD0000000186	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18253502	
BIOMD0000000186	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:15694304	
BIOMD0000000186	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000186	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_2137.2	
BIOMD0000000186	http://biomodels.net/biology-qualifiers/isVersionOf	go:0007094	mitotic spindle assembly checkpoint signaling
BIOMD0000000186	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04110	
BIOMD0000000187	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL6655578762	
BIOMD0000000187	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000187	
BIOMD0000000187	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18253502	
BIOMD0000000187	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:15694304	
BIOMD0000000187	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_2137.2	
BIOMD0000000187	http://biomodels.net/biology-qualifiers/isVersionOf	go:0007094	mitotic spindle assembly checkpoint signaling
BIOMD0000000187	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04110	
BIOMD0000000187	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000188	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL5836973167	
BIOMD0000000188	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000188	
BIOMD0000000188	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18706112	
BIOMD0000000188	http://biomodels.net/biology-qualifiers/isPartOf	reactome:REACT_85	
BIOMD0000000188	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04115	
BIOMD0000000188	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_309	
BIOMD0000000188	http://biomodels.net/biology-qualifiers/isVersionOf	go:0043516	regulation of DNA damage response, signal transduction by p53 class mediator
BIOMD0000000188	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000189	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8142536273	
BIOMD0000000189	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000189	
BIOMD0000000189	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18706112	
BIOMD0000000189	http://biomodels.net/biology-qualifiers/isVersionOf	go:0030330	DNA damage response, signal transduction by p53 class mediator
BIOMD0000000189	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04115	
BIOMD0000000189	http://biomodels.net/biology-qualifiers/isPartOf	reactome:REACT_85.1	
BIOMD0000000189	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000190	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL6812345601	
BIOMD0000000190	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000190	
BIOMD0000000190	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16709566	
BIOMD0000000190	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000190	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9989	Rodentia
BIOMD0000000190	http://biomodels.net/biology-qualifiers/isVersionOf	go:0006595	polyamine metabolic process
BIOMD0000000191	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL7416883636	
BIOMD0000000191	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000191	
BIOMD0000000191	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:17520329	
BIOMD0000000191	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000191	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:map00330	
BIOMD0000000191	http://biomodels.net/biology-qualifiers/isPartOf	go:0006527	arginine catabolic process
BIOMD0000000191	http://biomodels.net/biology-qualifiers/hasVersion	go:0006591	ornithine metabolic process
BIOMD0000000191	http://biomodels.net/biology-qualifiers/hasVersion	go:0006809	nitric oxide biosynthetic process
BIOMD0000000192	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL4969417017	
BIOMD0000000192	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000192	
BIOMD0000000192	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:12606574	
BIOMD0000000192	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000192	http://biomodels.net/biology-qualifiers/isVersionOf	go:0008536	small GTPase binding
BIOMD0000000192	http://biomodels.net/biology-qualifiers/isPartOf	reactome:REACT_9507	
BIOMD0000000193	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL1667758030	
BIOMD0000000193	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000193	
BIOMD0000000193	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18675311	
BIOMD0000000193	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000193	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_2137.2	
BIOMD0000000193	http://biomodels.net/biology-qualifiers/isVersionOf	go:0007094	mitotic spindle assembly checkpoint signaling
BIOMD0000000193	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04110	
BIOMD0000000194	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL1667525941	
BIOMD0000000194	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000194	
BIOMD0000000194	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18295960	
BIOMD0000000194	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000194	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_2137.2	
BIOMD0000000194	http://biomodels.net/biology-qualifiers/isVersionOf	go:0007094	mitotic spindle assembly checkpoint signaling
BIOMD0000000194	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04110	
BIOMD0000000195	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL3897475441	
BIOMD0000000195	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000195	
BIOMD0000000195	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:11371178	
BIOMD0000000195	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:map04111	
BIOMD0000000195	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_152.2	
BIOMD0000000195	http://biomodels.net/biology-qualifiers/isVersionOf	go:0051726	regulation of cell cycle
BIOMD0000000195	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:4932	Saccharomyces cerevisiae
BIOMD0000000196	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL1502077979	
BIOMD0000000196	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000196	
BIOMD0000000196	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16473373	
BIOMD0000000196	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:11371173	
BIOMD0000000196	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:2759	Eukaryota
BIOMD0000000196	http://biomodels.net/biology-qualifiers/isVersionOf	reactome:REACT_152	
BIOMD0000000196	http://biomodels.net/biology-qualifiers/isVersionOf	go:0022402	cell cycle process
BIOMD0000000197	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL0212154960	
BIOMD0000000197	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000197	
BIOMD0000000197	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:17548463	
BIOMD0000000197	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000197	http://biomodels.net/biology-qualifiers/isVersionOf	go:0060341	regulation of cellular localization
BIOMD0000000198	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL4779732381	
BIOMD0000000198	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000198	
BIOMD0000000198	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:8573563	
BIOMD0000000198	http://biomodels.net/biology-qualifiers/isVersionOf	go:0007263	nitric oxide mediated signal transduction
BIOMD0000000198	http://biomodels.net/biology-qualifiers/isVersionOf	go:0031282	regulation of guanylate cyclase activity
BIOMD0000000198	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9913	Bos taurus
BIOMD0000000199	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL4734733125	
BIOMD0000000199	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000199	
BIOMD0000000199	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:11038356	
BIOMD0000000199	http://biomodels.net/biology-qualifiers/hasVersion	omim:163731	
BIOMD0000000199	http://biomodels.net/biology-qualifiers/isVersionOf	go:0004517	nitric-oxide synthase activity
BIOMD0000000199	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:10116	Rattus norvegicus
BIOMD0000000200	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL6409760567	
BIOMD0000000200	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000200	
BIOMD0000000200	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:8573792	
BIOMD0000000200	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000404	
BIOMD0000000200	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:562	Escherichia coli
BIOMD0000000200	http://biomodels.net/biology-qualifiers/isDescribedBy	kegg.pathway:eco02030	
BIOMD0000000200	http://biomodels.net/biology-qualifiers/isVersionOf	go:0006935	chemotaxis
BIOMD0000000201	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL6415057828	
BIOMD0000000201	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000201	
BIOMD0000000201	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18308339	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	go:0007219	Notch signaling pathway
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	go:0008543	fibroblast growth factor receptor signaling pathway
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	go:0016055	Wnt signaling pathway
BIOMD0000000201	http://biomodels.net/biology-qualifiers/isPartOf	go:0001756	somitogenesis
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	kegg.pathway:ko04010	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	kegg.pathway:ko04330	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	kegg.pathway:ko04310	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	reactome:REACT_9470.2	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	reactome:REACT_299.2	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasVersion	reactome:REACT_11045.1	
BIOMD0000000201	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:32524	Amniota
BIOMD0000000202	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL7519277765	
BIOMD0000000202	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000202	
BIOMD0000000202	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18538916	
BIOMD0000000202	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:1329108	
BIOMD0000000202	http://biomodels.net/biology-qualifiers/isVersionOf	go:0051209	release of sequestered calcium ion into cytosol
BIOMD0000000202	http://biomodels.net/biology-qualifiers/isVersionOf	go:0032237	activation of store-operated calcium channel activity
BIOMD0000000202	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:131567	cellular organisms
BIOMD0000000203	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL7957907314	
BIOMD0000000203	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000203	
BIOMD0000000203	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16978048	
BIOMD0000000203	http://biomodels.net/biology-qualifiers/isVersionOf	go:0048863	stem cell differentiation
BIOMD0000000203	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000203	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:10090	Mus musculus
BIOMD0000000204	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL7957942740	
BIOMD0000000204	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000204	
BIOMD0000000204	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16978048	
BIOMD0000000204	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000204	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:10090	Mus musculus
BIOMD0000000204	http://biomodels.net/biology-qualifiers/isVersionOf	go:0048863	stem cell differentiation
BIOMD0000000205	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL7802538336	
BIOMD0000000205	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000205	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18505685	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000019	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000048	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000049	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:11024454	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:16687399	
BIOMD0000000205	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:14751248	
BIOMD0000000205	http://biomodels.net/biology-qualifiers/isVersionOf	go:0007173	epidermal growth factor receptor signaling pathway
BIOMD0000000205	http://biomodels.net/biology-qualifiers/isVersionOf	go:0006897	endocytosis
BIOMD0000000205	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04010	
BIOMD0000000205	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:hsa04070	
BIOMD0000000205	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:2759	Eukaryota
BIOMD0000000206	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL3352181362	
BIOMD0000000206	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000206	
BIOMD0000000206	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:10692304	
BIOMD0000000206	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:4932	Saccharomyces cerevisiae
BIOMD0000000206	http://biomodels.net/biology-qualifiers/isVersionOf	go:0006096	glycolytic process
BIOMD0000000206	http://biomodels.net/biology-qualifiers/is	kegg.pathway:sce00010	
BIOMD0000000207	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL1111382868	
BIOMD0000000207	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000207	
BIOMD0000000207	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:10415827	
BIOMD0000000207	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:2759	Eukaryota
BIOMD0000000207	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:hsa04110	
BIOMD0000000207	http://biomodels.net/biology-qualifiers/isVersionOf	go:0000278	mitotic cell cycle
BIOMD0000000208	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL1475866846	
BIOMD0000000208	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000208	
BIOMD0000000208	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:14582399	
BIOMD0000000208	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000208	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:hsa04110	
BIOMD0000000208	http://biomodels.net/biology-qualifiers/isVersionOf	go:0000278	mitotic cell cycle
BIOMD0000000209	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8390025091	
BIOMD0000000209	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000209	
BIOMD0000000209	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18941526	
BIOMD0000000209	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000204	
BIOMD0000000209	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000203	
BIOMD0000000209	http://biomodels.net/biology-qualifiers/isVersionOf	go:0042663	regulation of endodermal cell fate specification
BIOMD0000000209	http://biomodels.net/biology-qualifiers/isVersionOf	go:0001830	trophectodermal cell fate commitment
BIOMD0000000209	http://biomodels.net/biology-qualifiers/isVersionOf	go:0048863	stem cell differentiation
BIOMD0000000209	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000210	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8389825246	
BIOMD0000000210	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000210	
BIOMD0000000210	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18941526	
BIOMD0000000210	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000204	
BIOMD0000000210	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000203	
BIOMD0000000210	http://biomodels.net/biology-qualifiers/isVersionOf	go:0048863	stem cell differentiation
BIOMD0000000210	http://biomodels.net/biology-qualifiers/isVersionOf	go:0001830	trophectodermal cell fate commitment
BIOMD0000000210	http://biomodels.net/biology-qualifiers/isVersionOf	go:0042663	regulation of endodermal cell fate specification
BIOMD0000000210	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:9606	Homo sapiens
BIOMD0000000211	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL1511155915	
BIOMD0000000211	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000211	
BIOMD0000000211	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:15955817	
BIOMD0000000211	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:MODEL1101100000	
BIOMD0000000211	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000071	
BIOMD0000000211	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:10329645	
BIOMD0000000211	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:5691	Trypanosoma brucei
BIOMD0000000211	http://biomodels.net/biology-qualifiers/isHomologTo	reactome:REACT_1383	
BIOMD0000000211	http://biomodels.net/biology-qualifiers/isVersionOf	go:0006096	glycolytic process
BIOMD0000000211	http://biomodels.net/biology-qualifiers/is	kegg.pathway:tbr00010	
BIOMD0000000212	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL3336584391	
BIOMD0000000212	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000212	
BIOMD0000000212	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:19455135	
BIOMD0000000212	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:3702	Arabidopsis thaliana
BIOMD0000000212	http://biomodels.net/biology-qualifiers/isVersionOf	go:0006531	aspartate metabolic process
BIOMD0000000212	http://biomodels.net/biology-qualifiers/isPartOf	kegg.pathway:ath00260	
BIOMD0000000213	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL4336555445	
BIOMD0000000213	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000213	
BIOMD0000000213	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:15496403	
BIOMD0000000213	http://biomodels.net/biology-qualifiers/isVersionOf	go:0046655	folic acid metabolic process
BIOMD0000000213	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000214	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8306015773	
BIOMD0000000214	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000214	
BIOMD0000000214	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:18277380	
BIOMD0000000214	http://biomodels.net/model-qualifiers/isDerivedFrom	biomodels.db:BIOMD0000000299	
BIOMD0000000214	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:5141	Neurospora crassa
BIOMD0000000214	http://biomodels.net/biology-qualifiers/isVersionOf	go:0042752	regulation of circadian rhythm
BIOMD0000000215	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL9284712021	
BIOMD0000000215	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000215	
BIOMD0000000215	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:19409816	
BIOMD0000000215	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:10090	Mus musculus
BIOMD0000000215	http://biomodels.net/biology-qualifiers/isVersionOf	go:0030217	T cell differentiation
BIOMD0000000216	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL7984093336	
BIOMD0000000216	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000216	
BIOMD0000000216	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:19424508	
BIOMD0000000216	http://biomodels.net/model-qualifiers/isDerivedFrom	pubmed:18057329	
BIOMD0000000216	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:40674	Mammalia
BIOMD0000000216	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:map04710	
BIOMD0000000216	http://biomodels.net/biology-qualifiers/isVersionOf	go:0042752	regulation of circadian rhythm
BIOMD0000000217	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL3579243073	
BIOMD0000000217	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000217	
BIOMD0000000217	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:15819889	
BIOMD0000000217	http://biomodels.net/biology-qualifiers/isVersionOf	go:0019676	ammonia assimilation cycle
BIOMD0000000217	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:562	Escherichia coli
BIOMD0000000218	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8584468482	
BIOMD0000000218	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000218	
BIOMD0000000218	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16887020	
BIOMD0000000218	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:ko00020	
BIOMD0000000218	http://biomodels.net/biology-qualifiers/hasVersion	go:0006099	tricarboxylic acid cycle
BIOMD0000000218	http://biomodels.net/biology-qualifiers/hasVersion	go:0006097	glyoxylate cycle
BIOMD0000000218	http://biomodels.net/biology-qualifiers/isHomologTo	reactome:REACT_1785	
BIOMD0000000218	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:1773	Mycobacterium tuberculosis
BIOMD0000000219	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8584292730	
BIOMD0000000219	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000219	
BIOMD0000000219	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16887020	
BIOMD0000000219	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:1773	Mycobacterium tuberculosis
BIOMD0000000219	http://biomodels.net/biology-qualifiers/isHomologTo	reactome:REACT_1785	
BIOMD0000000219	http://biomodels.net/biology-qualifiers/hasVersion	go:0006097	glyoxylate cycle
BIOMD0000000219	http://biomodels.net/biology-qualifiers/hasVersion	go:0006099	tricarboxylic acid cycle
BIOMD0000000219	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:ko00020	
BIOMD0000000221	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8584137422	
BIOMD0000000221	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000221	
BIOMD0000000221	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16887020	
BIOMD0000000221	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:ko00020	
BIOMD0000000221	http://biomodels.net/biology-qualifiers/hasVersion	go:0006097	glyoxylate cycle
BIOMD0000000221	http://biomodels.net/biology-qualifiers/hasVersion	go:0006099	tricarboxylic acid cycle
BIOMD0000000221	http://biomodels.net/biology-qualifiers/isHomologTo	reactome:REACT_1785	
BIOMD0000000221	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:562	Escherichia coli
BIOMD0000000222	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL8583955822	
BIOMD0000000222	http://biomodels.net/model-qualifiers/is	biomodels.db:BIOMD0000000222	
BIOMD0000000222	http://biomodels.net/model-qualifiers/isDescribedBy	pubmed:16887020	
BIOMD0000000222	http://biomodels.net/biology-qualifiers/hasTaxon	ncbitaxon:562	Escherichia coli
BIOMD0000000222	http://biomodels.net/biology-qualifiers/isHomologTo	reactome:REACT_1785	
BIOMD0000000222	http://biomodels.net/biology-qualifiers/hasVersion	go:0006097	glyoxylate cycle
BIOMD0000000222	http://biomodels.net/biology-qualifiers/hasVersion	go:0006099	tricarboxylic acid cycle
BIOMD0000000222	http://biomodels.net/biology-qualifiers/isVersionOf	kegg.pathway:ko00020	
BIOMD0000000223	http://biomodels.net/model-qualifiers/is	biomodels.db:MODEL6194251662	
